RECTYPE,LEA,ESTAB,SCHNAME,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_95,PTL2BASICS_95,PTEBACC_94,PTL2BASICS_94,PT5EM_94
1,891,4084,Redhill Academy,136361,0,ACC,224,54.5,0.39,0.22,0.55,39%,28%,55%,31%,78%,76%
2,891,6020,Catch 22,139135,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,6036,Wings School Notts,136039,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,6037,REAL Alternative Provision School,142538,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4456,The Elizabethan Academy,138076,0,ACC,185,43,-0.3,-0.48,-0.12,40%,24%,44%,26%,67%,62%
1,891,4011,Outwood Academy Valley,138247,0,AC,243,53.3,0.66,0.5,0.82,35%,26%,61%,26%,79%,76%
2,891,6032,Hope House School,135393,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7018,Yeoman Park School,122952,0,CYS,7,NE,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE
2,891,5950,Foxwood Academy,138661,0,ACCS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,891,6905,Samworth Church Academy,135583,0,AC,221,45.7,0.07,-0.1,0.23,15%,8%,39%,9%,61%,59%
1,891,4032,The Manor Academy,137158,0,ACC,151,43.2,-0.07,-0.27,0.14,37%,15%,36%,17%,61%,56%
1,891,4463,The Brunts Academy,137763,0,ACC,235,46.2,0.09,-0.07,0.25,38%,18%,49%,19%,72%,68%
1,891,4091,Arnold Hill Academy,137536,0,ACC,245,48.1,-0.15,-0.3,0.01,42%,24%,51%,27%,69%,67%
2,891,7041,Newark Orchard School,130996,0,CYS,15,0.7,-2.13,-2.76,-1.5,0%,0%,0%,0%,0%,0%
1,891,4119,The Bramcote School,138837,0,ACC,103,40.2,-0.44,-0.68,-0.19,32%,17%,29%,22%,50%,46%
2,891,7032,Bracken Hill School,122961,0,CYS,10,1.4,-1.45,-2.26,-0.64,0%,0%,0%,0%,0%,0%
2,891,7000,The Beech Academy,140854,0,ACS,15,9.5,-1.67,-2.37,-0.97,0%,0%,0%,0%,7%,0%
1,891,4413,East Leake Academy,138964,0,ACC,152,49.4,-0.1,-0.3,0.1,32%,22%,51%,23%,70%,67%
2,891,7023,Ash Lea School,122957,0,CYS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,891,4005,Carlton Academy,137085,0,AC,149,45.8,0.13,-0.07,0.33,30%,18%,36%,21%,60%,58%
4,891, , , , , ,7534,47.4,0.03,0,0.06,37.10%,21.20%,45.00%,23.50%,65.20%,62.90%
1,891,4007,Sherwood Academy,138365,0,AC, , , , , , , , , , , 
1,891,4018,Vision Studio School,140812,0,SS,62,25.2,-1.28,-1.59,-0.97,0%,0%,6%,0%,24%,18%
2,891,7019,Carlton Digby School,122953,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4669,Minster School,122898,0,VA,239,52.4,0,-0.16,0.16,51%,25%,52%,30%,80%,77%
1,891,4617,The Becket School,137409,0,ACC,167,56.7,-0.01,-0.2,0.18,83%,43%,65%,44%,80%,78%
1,891,4012,Outwood Academy Portland,138248,0,AC,151,52.7,0.77,0.57,0.96,38%,26%,60%,27%,79%,75%
1,891,4404,Toot Hill School,136878,0,ACC,284,55.7,0.25,0.1,0.4,69%,36%,63%,38%,81%,80%
1,891,6001,Worksop College,122908,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4230,Selston High School,142725,0,ACC,123,42,-0.34,-0.57,-0.12,28%,15%,40%,15%,55%,55%
1,891,6035,Jubilee House Christian School,131998,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4329,Rushcliffe School,138482,0,ACC,231,57.2,0.52,0.36,0.68,59%,37%,65%,42%,86%,84%
2,891,6023,R.E.A.L Independent Schools,139603,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4408,The Joseph Whitaker School,137628,0,ACC,201,46.4,0.18,0.01,0.36,25%,11%,38%,15%,58%,57%
1,891,4008,Kirkby College,138481,0,ACC,79,35.9,-0.78,-1.06,-0.51,37%,11%,23%,14%,46%,41%
1,891,4107,Carlton le Willows Academy,136627,0,ACC,230,52.4,0.36,0.2,0.52,32%,27%,60%,28%,79%,75%
1,891,4024,The Suthers School,144768,0,F, , , , , , , , , , , 
1,891,5401,George Spencer Academy and Technology College,136291,0,ACC,219,52.9,0.37,0.2,0.54,55%,43%,55%,46%,76%,75%
1,891,4409,Colonel Frank Seely Comprehensive School,122867,0,CY,153,42,-0.54,-0.74,-0.35,40%,20%,39%,24%,59%,55%
2,891,7012,Derrymount School,122949,0,CYS,13,9.8,-1.9,-2.57,-1.22,0%,0%,0%,0%,15%,8%
1,891,4023,Queen Elizabeth Academy,144486,0,AC,92,30.5,-1.13,-1.4,-0.85,8%,1%,17%,2%,28%,26%
1,891,4010,Meden School,138411,0,AC,118,42.4,0.05,-0.18,0.27,5%,2%,37%,3%,48%,48%
1,891,6016,Lammas School,122937,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4121,Chilwell School,122854,0,FD,139,47.8,-0.01,-0.22,0.21,57%,28%,47%,29%,67%,64%
1,891,4226,The Kimberley School,138641,0,ACC,181,50.3,0.2,0.02,0.38,34%,22%,46%,23%,71%,69%
1,891,4328,The West Bridgford School,136628,0,ACC,223,60,0.57,0.41,0.74,39%,35%,77%,36%,91%,90%
1,891,4014,The Dukeries Academy,139062,0,AC,142,42.6,-0.05,-0.26,0.15,29%,15%,30%,18%,46%,44%
1,891,4700,Christ The King Voluntary Academy,138810,0,ACC,148,45.9,-0.12,-0.34,0.09,28%,16%,34%,18%,58%,57%
1,891,4756,All Saints Catholic Voluntary Academy,140698,0,ACC,175,45.7,-0.13,-0.32,0.06,71%,30%,39%,37%,59%,59%
1,891,4015,Sutton Community Academy,139063,0,AC,93,41.2,-0.01,-0.26,0.25,70%,15%,23%,23%,52%,51%
2,891,7021,St Giles School,122955,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,891,4454,The South Wolds Academy & Sixth Form,138191,0,ACC,140,50.9,-0.21,-0.42,0,55%,27%,50%,31%,75%,71%
1,891,4002,Serlby Park Academy,137141,0,AC,56,47.9,0.24,-0.09,0.56,39%,20%,36%,21%,59%,59%
1,891,4016,Holgate Academy,139956,0,AC,162,44.9,0.01,-0.19,0.2,30%,18%,39%,20%,59%,59%
2,891,6026,Blue Mountain Education,131536,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4068,Quarrydale Academy,137857,0,ACC,174,43.2,-0.49,-0.67,-0.3,48%,25%,30%,29%,49%,49%
2,891,6022,Freyburg School,134649,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7022,Dawn House School,122956,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4019,Hall Park Academy,140992,0,AC,106,45.3,-0.02,-0.26,0.22,21%,10%,35%,12%,61%,59%
1,891,6015,Orchard School,122933,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4001,Retford Oaks Academy,137117,0,AC,110,42.7,-0.17,-0.4,0.07,3%,3%,35%,3%,51%,50%
1,891,4635,The National CofE Academy,137159,0,ACC,197,45.9,-0.02,-0.2,0.15,14%,7%,37%,7%,60%,58%
1,891,4009,Ashfield Comprehensive School,137981,0,ACC,336,47.6,0.01,-0.12,0.14,26%,15%,35%,20%,57%,55%
1,891,4017,Magnus Church of England Academy,140549,0,AC,144,38.7,-0.37,-0.59,-0.16,18%,7%,28%,8%,50%,42%
1,892,6009,Nottingham Girls' High School GDST,122936,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,4006,The Oakwood Academy,141363,0,AC,134,40.3,-0.53,-0.75,-0.32,15%,9%,26%,12%,52%,50%
1,892,6001,Hollygirt School,122912,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,4000,Nottingham Girls' Academy,137184,0,AC,117,44.2,0.18,-0.06,0.42,85%,26%,34%,34%,56%,55%
2,892,7033,Woodlands School,122962,0,CYS,10,2.9,-2.14,-2.95,-1.33,0%,0%,0%,0%,0%,0%
2,892,7026,Nethergate School,137915,0,ACCS,16,1.3,-1.77,-2.5,-1.04,0%,0%,6%,0%,6%,0%
1,892,6906,Nottingham University Samworth Academy,135761,0,AC,141,40.5,0.13,-0.08,0.35,21%,16%,30%,17%,46%,43%
1,892,6907,Nottingham Academy,135881,0,AC,354,36.6,-0.52,-0.65,-0.38,74%,11%,22%,15%,41%,38%
1,892,6004,Nottingham High School,122915,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,6017,Nisai Learning Hub (Nottingham),140487,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,892,7042,Oak Field School and Specialist Sports College,135573,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,892,4064,Fernwood School,136724,0,ACC,201,50,0.17,0,0.34,84%,38%,51%,43%,74%,68%
2,892,7040,Westbury School,122966,0,CYS,7,6.7,-2.78,-3.7,-1.87,0%,0%,0%,0%,0%,0%
4,892, , , , , ,2538,39.5,-0.33,-0.38,-0.28,34.70%,11.70%,30.30%,13.80%,49.40%,46.70%
1,892,4020,Nottingham Free School,141010,0,F, , , , , , , , , , , 
1,892,5404,The Trinity Catholic School A Voluntary Academy,138341,0,ACC,170,51.4,0.15,-0.04,0.34,47%,23%,53%,28%,76%,75%
1,892,6919,The Bulwell Academy,135685,0,AC,198,29.2,-1.11,-1.29,-0.93,14%,3%,18%,3%,36%,31%
1,892,6012,Jamia Al-Hudaa Residential College,131119,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,4615,Bluecoat Academy,137798,0,ACC,294,47.4,0.16,0.02,0.3,23%,11%,45%,13%,70%,66%
1,892,6905,Djanogly City Academy,134253,0,AC,118,43.2,0.61,0.35,0.86,48%,11%,36%,12%,49%,47%
1,892,4003,The Bluecoat Beechdale Academy,140369,0,AC,84,36.6,-0.2,-0.49,0.09,14%,5%,17%,5%,31%,31%
1,892,4004,Nottingham University Academy of Science and Technology,140984,0,F,43,51.1,0.14,-0.24,0.52,2%,0%,47%,0%,65%,65%
2,892,7035,Rosehill School,122964,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,892,4008,Top Valley Academy,144487,0,AC,90,35.6,-0.39,-0.66,-0.11,0%,0%,14%,0%,34%,32%
1,892,4462,The Nottingham Emmanuel School,139765,0,ACC,154,43.6,-0.28,-0.49,-0.07,18%,10%,41%,12%,61%,60%
1,892,4005,Farnborough Academy,141335,0,AC,147,30.7,-0.98,-1.18,-0.78,17%,3%,13%,3%,30%,26%
1,892,4026,Ellis Guilford School,122828,0,CY,248,30.9,-1.02,-1.18,-0.86,2%,1%,16%,1%,28%,28%
2,892,7041,Sutherland House School,134889,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6003,Adcote School for Girls,123602,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4410,Mary Webb School and Science College,123577,0,CY,86,52.4,0.43,0.16,0.7,36%,21%,57%,21%,77%,74%
1,893,4427,Oldbury Wells School,142153,0,ACC,124,48,0.1,-0.12,0.33,27%,12%,39%,17%,64%,61%
1,893,6000,Bedstone College,123599,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4387,Lakelands Academy,139102,0,ACC,96,42.8,-0.48,-0.74,-0.21,49%,24%,45%,28%,69%,66%
2,893,6026,Smallbrook School,134000,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,5401,The Corbet School,137336,0,ACC,125,51.1,0.2,-0.01,0.42,65%,34%,58%,34%,76%,72%
1,893,4368,"The Priory School, A Business and Enterprise College",138216,0,ACC,169,53.8,0.26,0.07,0.45,33%,22%,60%,24%,85%,80%
2,893,6031,Brown Moss School,139220,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6107,The Evolution Centre,135511,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6017,Cruckton Hall School,123619,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4002,St Martins School (3-16 Learning Community),143142,0,AC,42,36.5,-0.37,-0.76,0.02,29%,2%,10%,5%,38%,33%
1,893,4396,Belvidere School,123570,0,CY,143,49.2,0.3,0.09,0.51,32%,14%,49%,15%,69%,66%
1,893,4500,Bridgnorth Endowed School,139143,0,ACC,143,47.7,0.05,-0.16,0.26,57%,29%,41%,36%,71%,71%
1,893,4412,The Lacon Childe School,141451,0,ACC,96,48,0.06,-0.19,0.31,18%,6%,32%,15%,64%,64%
1,893,4003,Shrewsbury Academy,143401,0,ACC,165,34.6,-0.89,-1.08,-0.7,10%,6%,22%,7%,41%,38%
2,893,6106,Options Higford,135445,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4437,The Marches School,136979,0,ACC,219,46.3,-0.05,-0.22,0.12,69%,36%,44%,40%,61%,59%
2,893,6096,Access School,132772,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4501,Ludlow Church of England School,123587,0,VC,126,42.3,-0.38,-0.6,-0.16,27%,13%,43%,13%,65%,56%
2,893,7016,Severndale Specialist Academy,140531,0,ACCS,15,0.4,-1.4,-2.1,-0.7,0%,0%,0%,0%,0%,0%
1,893,4001,Sir John Talbot's Technology College,141176,0,AC,75,43.7,0.12,-0.16,0.4,23%,12%,32%,12%,55%,53%
1,893,6001,Ellesmere College,123600,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6029,Physis Heathgates Academy,138580,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6020,Concord College,123623,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4503,"The Thomas Adams School, Wem",123589,0,VC,216,45.8,-0.06,-0.23,0.12,49%,32%,38%,38%,62%,58%
1,893,4376,"The Community College, Bishop's Castle",123564,0,FD,63,45.2,-0.14,-0.49,0.22,41%,22%,40%,30%,68%,63%
4,893, , , , , ,2785,46.1,-0.1,-0.15,-0.05,36.60%,19.80%,41.90%,23.10%,66.10%,63.20%
2,893,6099,Darwin School,131171,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6005,Moreton Hall School,123604,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4403,Meole Brace School,123573,0,CY,238,47.3,-0.02,-0.18,0.13,25%,15%,39%,18%,68%,66%
1,893,4385,Church Stretton School,139455,0,ACC,136,50.2,-0.13,-0.35,0.09,40%,25%,47%,31%,79%,79%
2,893,6025,Hillcrest Shifnal School,133478,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6097,Oakwood School,131033,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6030,Amberleigh Therapeutic School,138875,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6018,Shrewsbury High School,123620,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4423,The Grove School,123580,0,FD,133,40,-0.63,-0.85,-0.42,41%,14%,28%,16%,57%,49%
1,893,4391,William Brookes School,139769,0,ACC,156,49.4,-0.01,-0.21,0.18,44%,33%,58%,37%,78%,76%
1,893,6009,Shrewsbury School,123608,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,7006,Woodlands School,123630,0,CYS,7,6.5,-2.36,-3.28,-1.45,0%,0%,0%,0%,0%,0%
1,893,6011,Oswestry School,123613,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4394,Idsall School,140922,0,ACC,211,46.9,-0.17,-0.34,0,12%,7%,41%,8%,71%,67%
2,894,7012,Southall School,123631,0,CYS,29,0.8,-1.42,-1.88,-0.95,0%,0%,0%,0%,0%,0%
1,894,4408,The Telford Langley School,139766,0,AC,98,43.6,0.21,-0.05,0.46,19%,7%,24%,11%,49%,49%
1,894,6001,Wrekin College,123610,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,894,4000,Holy Trinity School,142067,0,VA,51,44.9,0.27,-0.08,0.62,8%,4%,31%,4%,57%,55%
1,894,4425,The Telford Park School,139536,0,AC,60,34,-0.73,-1.07,-0.38,18%,0%,10%,0%,32%,27%
4,894, , , , , ,1834,46.2,-0.12,-0.18,-0.06,45.90%,22.50%,41.10%,23.90%,61.90%,59.50%
1,894,5400,Adams' Grammar School,137446,0,ACC,111,71.4,0.16,-0.09,0.42,83%,74%,96%,74%,100%,100%
1,894,6906,Abraham Darby Academy,135582,0,AC,173,40.8,-0.29,-0.48,-0.1,28%,7%,28%,8%,52%,50%
1,894,5404,Charlton School,123597,0,FD,225,43.4,-0.33,-0.49,-0.16,79%,26%,42%,28%,60%,55%
2,894,7017,The Bridge at HLC,123635,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,894,4439,Hadley Learning Community - Secondary Phase,133708,0,CY,157,46.7,0.61,0.41,0.81,30%,10%,31%,11%,60%,58%
2,894,7018,Mount Gilbert School,132122,0,CYS,12,5.5,-2.86,-3.6,-2.13,0%,0%,0%,0%,8%,0%
1,894,4405,The Burton Borough School,123574,0,CY,212,47,-0.18,-0.35,-0.02,30%,11%,42%,11%,68%,66%
1,894,4001,The Telford Priory School,142285,0,AC,194,35.3,-0.95,-1.13,-0.77,40%,10%,20%,11%,43%,37%
1,894,6905,Madeley Academy,135149,0,AC,161,45.6,-0.06,-0.25,0.13,43%,20%,34%,22%,60%,59%
1,894,6900,Thomas Telford School,123627,0,CTC,178,60.8,0.37,0.18,0.56,92%,58%,80%,61%,96%,95%
1,894,4364,Newport Girls' High School Academy Trust,136516,0,ACC,56,79,0.78,0.44,1.12,91%,89%,100%,89%,100%,100%
1,894,5402,Ercall Wood Technology College,123595,0,FD,108,41.4,0.05,-0.2,0.29,16%,6%,25%,9%,54%,51%
4,895, , , , , ,3593,48.7,-0.04,-0.08,0,32.70%,19.70%,46.50%,21.70%,70.30%,67.20%
1,895,6007,The King's School In Macclesfield,111473,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,895,7000,St John's Wood Academy,140176,0,ACS,7,8.1,-3.17,-4.08,-2.25,0%,0%,0%,0%,0%,0%
1,895,4127,Middlewich High School,111410,0,CY,137,45,-0.15,-0.36,0.06,21%,12%,29%,18%,60%,59%
1,895,6008,Beech Hall School,111474,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4116,Tytherington School,140791,0,ACC,164,50.5,-0.03,-0.22,0.17,38%,30%,56%,32%,83%,77%
2,895,7001,NAS Church Lawton School,141559,0,FS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,895,6000,Aidenswood,125814,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4220,Brine Leas School,136279,0,ACC,214,49.8,-0.08,-0.24,0.09,53%,24%,48%,26%,79%,74%
1,895,4000,Sir William Stanier Community School,139953,0,AC,155,32,-0.74,-0.95,-0.54,7%,1%,15%,1%,29%,29%
1,895,4121,Alsager School,140108,0,ACC,224,51.8,0.31,0.14,0.47,21%,14%,50%,16%,75%,73%
1,895,4004,Crewe Engineering and Design UTC,142890,0,UTC, , , , , , , , , , , 
1,895,4163,Knutsford Academy,138002,0,ACC,138,52.5,0.06,-0.15,0.28,57%,33%,62%,36%,83%,79%
1,895,4143,Malbank School and Sixth Form College,111419,0,FD,150,44.4,-0.46,-0.67,-0.26,24%,13%,38%,14%,57%,51%
1,895,4165,Holmes Chapel Comprehensive School,137449,0,ACC,209,54.5,0.19,0.01,0.36,24%,19%,68%,19%,85%,84%
1,895,4227,Eaton Bank Academy,138662,0,ACC,113,47.1,-0.48,-0.71,-0.25,24%,12%,48%,12%,71%,67%
2,895,6001,High Peak School,141502,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4225,Wilmslow High School,111443,0,CY,296,51.5,0.16,0.02,0.31,28%,22%,52%,24%,77%,71%
2,895,7112,Park Lane School,111508,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4002,Knutsford Academy The Studio,140813,0,SS,32,30.9,-1.12,-1.57,-0.67,9%,3%,6%,6%,31%,28%
1,895,5401,The Fallibroome Academy,136278,0,ACC,234,54.5,0.29,0.13,0.45,39%,31%,60%,34%,79%,79%
2,895,6035,Oracle School,134725,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4612,"St Thomas More Catholic High School, A Specialist School for Maths & ICT",139764,0,ACC,128,52.5,0.39,0.17,0.61,61%,33%,57%,34%,77%,76%
1,895,6012,Alderley Edge School for Girls,111478,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,6010,Sandbach School,137491,0,F,195,52.6,0.06,-0.12,0.24,31%,20%,57%,22%,77%,75%
1,895,4144,Shavington Academy,142237,0,ACC,99,51.7,0.11,-0.14,0.36,9%,8%,41%,8%,74%,69%
1,895,4139,Ruskin Community High School,111417,0,CY,85,40.4,0.01,-0.27,0.3,26%,7%,26%,7%,49%,42%
1,895,4123,Sandbach High School and Sixth Form College,136340,0,ACC,194,53.6,0.18,0,0.35,47%,26%,52%,29%,81%,81%
1,895,4801,All Hallows Catholic College,139139,0,ACC,182,50.3,0.07,-0.11,0.26,56%,31%,46%,35%,71%,68%
2,895,7209,Adelaide School,140457,0,ACCS,8,20.8,-1.69,-2.55,-0.83,0%,0%,13%,0%,13%,13%
1,895,4211,Poynton High School,111436,0,CY,245,52.5,0.08,-0.08,0.24,54%,29%,47%,33%,75%,74%
1,895,4226,Congleton High School,136655,0,ACC,163,48.1,-0.12,-0.31,0.08,16%,10%,48%,11%,74%,69%
1,895,4003,The Oaks Academy,142472,0,AC,122,34.9,-0.92,-1.14,-0.69,10%,3%,14%,3%,45%,36%
1,895,4001,The Macclesfield Academy,137064,0,AC,86,38.2,-0.28,-0.55,-0.01,16%,7%,24%,10%,40%,37%
2,895,7111,Springfield School,111507,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,896,7109,Hebden Green Community School,111505,0,CYS,8,0.8,-1.61,-2.47,-0.75,0%,0%,0%,0%,0%,0%
1,896,4100,Neston High School,138318,0,ACC,247,44.4,0,-0.16,0.15,27%,11%,27%,15%,54%,54%
1,896,6016,The Hammond,111482,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,6019,The King's School,111485,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,896,6028,iMap Centre,131792,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4132,Weaverham High School,111414,0,FD,209,48,-0.02,-0.19,0.14,50%,30%,53%,34%,74%,70%
1,896,6017,Cransley School,111483,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4135,Tarporley High School and Sixth Form College,138483,0,ACC,168,52.4,0.2,0.01,0.39,51%,33%,48%,38%,73%,70%
2,896,7118,Dorin Park School & Specialist SEN College,111511,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4158,Bishop Heber High School,111424,0,FD,195,54.4,0.26,0.07,0.45,69%,32%,46%,41%,74%,73%
2,896,7106,Greenbank School,111503,0,CYS,16,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,896,4134,"The County High School, Leftwich",138743,0,ACC,190,53,0.44,0.26,0.62,83%,41%,58%,46%,80%,79%
4,896, , , , , ,3331,46.3,-0.04,-0.09,0,43.90%,22.90%,39.50%,26.70%,62.50%,60.90%
1,896,6002,Jefferson House,142332,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4611,Ellesmere Port Catholic High School,111451,0,VA,128,40.6,-0.61,-0.82,-0.39,35%,16%,24%,16%,48%,46%
1,896,4153,Upton-by-Chester High School,111422,0,FD,246,46.2,-0.16,-0.32,0,52%,27%,41%,36%,61%,61%
2,896,7110,The Russett School,142302,0,ACCS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,896,7105,Cloughwood Academy,140093,0,ACCS,10,15.7,-1.56,-2.37,-0.75,0%,0%,0%,0%,20%,20%
2,896,7208,Archers Brook Semh Residential School,111517,0,CYS,11,11.8,-2.32,-3.09,-1.55,0%,0%,0%,0%,0%,0%
1,896,6905,University of Chester CE Academy,135941,0,AC,120,33.2,-0.76,-0.99,-0.53,33%,7%,15%,8%,31%,31%
1,896,4006,"Blacon High School, A Specialist Sports College",111396,0,FD,78,45,0.23,-0.06,0.51,36%,21%,32%,23%,54%,54%
1,896,6018,Abbey Gate College,111484,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4002,Queen's Park High School,143817,0,AC, , , , , , , , , , , 
2,896,7000,Dee Banks School,111494,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4000,University of Chester Academy Northwich,137582,0,AC,80,41.5,0.15,-0.13,0.43,51%,16%,31%,24%,56%,56%
1,896,4623,The Bishops' Blue Coat Church of England High School,136543,0,ACC,176,49.8,0.02,-0.18,0.21,32%,22%,52%,24%,70%,67%
1,896,4221,Helsby High School,111440,0,CY,219,53.2,0.11,-0.06,0.27,63%,35%,53%,39%,78%,78%
1,896,6005,The Grange School,111471,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4603,"The Catholic High School, Chester A Specialist Science College",139343,0,ACC,132,44.2,-0.19,-0.43,0.04,15%,8%,31%,10%,55%,53%
1,896,4003,Christleton International Studio,144742,0,SS, , , , , , , , , , , 
1,896,4149,Christleton High School,136645,0,ACC,207,53.7,0,-0.17,0.18,29%,21%,60%,22%,82%,81%
1,896,4007,Queen's Park High School,111397,1,CY,91,41.9,-0.47,-0.74,-0.2,45%,19%,32%,22%,49%,45%
1,896,6020,The Queen's School,111486,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4167,The Whitby High School,111429,0,FD,246,47.1,0.37,0.21,0.53,48%,28%,34%,32%,57%,57%
1,896,6906,The Winsford Academy,136184,0,AC,169,39.6,-0.23,-0.42,-0.04,26%,17%,22%,18%,46%,41%
1,896,4610,St Nicholas Catholic High School,111450,0,VA,190,48.6,-0.04,-0.22,0.13,23%,14%,43%,14%,69%,66%
1,896,6027,Greater Grace School of Christian Education,131791,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
